"Access","Start Time (UTCG)","Stop Time (UTCG)","Duration (sec)"
143,19 Mar 2023 02:31:21.065,19 Mar 2023 02:35:04.908,223.843
144,19 Mar 2023 04:04:40.480,19 Mar 2023 04:07:54.501,194.022
145,19 Mar 2023 05:37:39.816,19 Mar 2023 05:40:51.333,191.517
146,19 Mar 2023 07:10:28.560,19 Mar 2023 07:14:08.848,220.287
147,19 Mar 2023 08:43:40.361,19 Mar 2023 08:47:34.596,234.235
148,19 Mar 2023 10:17:53.733,19 Mar 2023 10:20:46.605,172.872
149,19 Mar 2023 22:58:33.039,19 Mar 2023 22:59:52.771,79.732
150,20 Mar 2023 00:31:15.493,20 Mar 2023 00:34:58.597,223.104
151,20 Mar 2023 02:04:39.344,20 Mar 2023 02:08:30.110,230.767
152,20 Mar 2023 03:38:02.269,20 Mar 2023 03:41:23.852,201.582
153,20 Mar 2023 05:11:07.905,20 Mar 2023 05:14:15.739,187.834
154,20 Mar 2023 06:43:56.740,20 Mar 2023 06:47:27.972,211.233
155,20 Mar 2023 08:16:58.267,20 Mar 2023 08:20:53.121,234.855
156,20 Mar 2023 09:50:49.013,20 Mar 2023 09:54:12.737,203.725
157,21 Mar 2023 00:04:37.503,21 Mar 2023 00:08:02.951,205.448
158,21 Mar 2023 01:37:57.512,21 Mar 2023 01:41:52.231,234.719
159,21 Mar 2023 03:11:22.566,21 Mar 2023 03:14:53.112,210.546
160,21 Mar 2023 04:44:34.369,21 Mar 2023 04:47:42.064,187.695
161,21 Mar 2023 06:17:25.960,21 Mar 2023 06:20:48.170,202.209
162,21 Mar 2023 07:50:20.126,21 Mar 2023 07:54:11.299,231.173
163,21 Mar 2023 09:23:52.831,21 Mar 2023 09:27:34.952,222.121
164,21 Mar 2023 10:59:03.598,21 Mar 2023 11:00:13.697,70.100
165,21 Mar 2023 23:38:03.238,21 Mar 2023 23:40:58.982,175.744
166,22 Mar 2023 01:11:15.999,22 Mar 2023 01:15:10.458,234.459
167,22 Mar 2023 02:44:41.756,22 Mar 2023 02:48:21.398,219.642
168,22 Mar 2023 04:17:58.926,22 Mar 2023 04:21:10.046,191.120
169,22 Mar 2023 05:50:55.338,22 Mar 2023 05:54:09.834,194.496
170,22 Mar 2023 07:23:45.128,22 Mar 2023 07:27:29.558,224.430
171,22 Mar 2023 08:57:03.150,22 Mar 2023 09:00:55.038,231.889
172,22 Mar 2023 10:31:30.566,22 Mar 2023 10:34:00.855,150.289
173,22 Mar 2023 23:11:37.219,22 Mar 2023 23:13:41.958,124.739
174,23 Mar 2023 00:44:35.312,23 Mar 2023 00:48:23.939,228.627
175,23 Mar 2023 02:18:00.239,23 Mar 2023 02:21:47.839,227.599
176,23 Mar 2023 03:51:21.585,23 Mar 2023 03:54:39.123,197.538
177,23 Mar 2023 05:24:24.040,23 Mar 2023 05:27:33.280,189.240
178,23 Mar 2023 06:57:12.463,23 Mar 2023 07:00:48.293,215.830
179,23 Mar 2023 08:30:18.764,23 Mar 2023 08:34:13.929,235.165
180,23 Mar 2023 10:04:20.105,23 Mar 2023 10:07:30.344,190.239
181,24 Mar 2023 00:17:56.159,24 Mar 2023 00:21:31.668,215.510
182,24 Mar 2023 01:51:18.413,24 Mar 2023 01:55:11.600,233.187
183,24 Mar 2023 03:24:42.583,24 Mar 2023 03:28:08.541,205.958
184,24 Mar 2023 04:57:51.369,24 Mar 2023 05:00:58.662,187.293
185,24 Mar 2023 06:30:41.279,24 Mar 2023 06:34:07.901,206.623
186,24 Mar 2023 08:03:38.754,24 Mar 2023 08:07:32.223,233.470
187,24 Mar 2023 09:37:20.005,24 Mar 2023 09:40:54.197,214.192
188,24 Mar 2023 23:51:19.729,24 Mar 2023 23:54:32.188,192.459
189,25 Mar 2023 01:24:36.688,25 Mar 2023 01:28:31.875,235.188
190,25 Mar 2023 02:58:02.278,25 Mar 2023 03:01:37.427,215.148
191,25 Mar 2023 04:31:16.895,25 Mar 2023 04:34:25.866,188.971
192,25 Mar 2023 06:04:10.689,25 Mar 2023 06:07:28.787,198.098
193,25 Mar 2023 07:37:02.285,25 Mar 2023 07:40:50.388,228.103
194,25 Mar 2023 09:10:27.255,25 Mar 2023 09:14:15.193,227.937
195,25 Mar 2023 10:45:12.135,25 Mar 2023 10:47:11.594,119.458
196,25 Mar 2023 23:24:48.609,25 Mar 2023 23:27:22.687,154.078
197,26 Mar 2023 00:57:55.508,26 Mar 2023 01:01:47.845,232.337
198,26 Mar 2023 02:31:21.064,26 Mar 2023 02:35:04.895,223.830
199,26 Mar 2023 04:04:40.487,26 Mar 2023 04:07:54.480,193.993
200,26 Mar 2023 05:37:39.824,26 Mar 2023 05:40:51.311,191.487
201,26 Mar 2023 07:10:28.561,26 Mar 2023 07:14:08.833,220.272
202,26 Mar 2023 08:43:40.352,26 Mar 2023 08:47:34.592,234.239
203,26 Mar 2023 10:17:53.707,26 Mar 2023 10:20:46.619,172.911
204,26 Mar 2023 22:58:32.973,26 Mar 2023 22:59:52.823,79.850
205,27 Mar 2023 00:31:15.479,27 Mar 2023 00:34:58.597,223.118
206,27 Mar 2023 02:04:39.341,27 Mar 2023 02:08:30.099,230.759
207,27 Mar 2023 03:38:02.275,27 Mar 2023 03:41:23.832,201.557
208,27 Mar 2023 05:11:07.914,27 Mar 2023 05:14:15.716,187.802
209,27 Mar 2023 06:43:56.743,27 Mar 2023 06:47:27.955,211.212
210,27 Mar 2023 08:16:58.261,27 Mar 2023 08:20:53.114,234.853
211,27 Mar 2023 09:50:48.994,27 Mar 2023 09:54:12.744,203.750
212,28 Mar 2023 00:04:37.484,28 Mar 2023 00:08:02.956,205.473
213,28 Mar 2023 01:37:57.507,28 Mar 2023 01:41:52.223,234.716
214,28 Mar 2023 03:11:22.573,28 Mar 2023 03:14:53.095,210.522
215,28 Mar 2023 04:44:34.378,28 Mar 2023 04:47:42.041,187.663
216,28 Mar 2023 06:17:25.966,28 Mar 2023 06:20:48.150,202.184
